分拣中心,日期,小时,修正后时货量
SC25,2023/12/28,22,6530.0
SC25,2023/12/28,23,3942.0
SC25,2023/12/29,0,3957.0
SC25,2023/12/29,1,1228.0
SC25,2023/12/29,2,705.0
SC25,2023/12/29,3,1407.0
SC25,2023/12/29,4,1779.0
SC25,2023/12/29,5,127.0
SC25,2023/12/29,6,0.0
SC25,2023/12/29,7,288.0
SC25,2023/12/29,8,536.0
SC25,2023/12/29,9,661.0
SC25,2023/12/29,10,367.0
SC25,2023/12/29,11,321.0
SC25,2023/12/29,12,346.0
SC25,2023/12/29,13,2527.0
SC25,2023/12/29,14,2480.0
SC25,2023/12/29,15,1247.0
SC25,2023/12/29,16,1608.0
SC25,2023/12/29,17,3489.0
SC25,2023/12/29,18,4143.0
SC25,2023/12/29,19,6328.0
SC25,2023/12/29,20,6162.0
SC25,2023/12/29,21,7543.0
SC25,2023/12/29,22,6587.0
SC25,2023/12/29,23,3874.0
SC25,2023/12/30,0,3869.0
SC25,2023/12/30,1,1204.0
SC25,2023/12/30,2,638.0
SC25,2023/12/30,3,1493.0
SC25,2023/12/30,4,1757.0
SC25,2023/12/30,5,125.0
SC25,2023/12/30,6,0.0
SC25,2023/12/30,7,284.0
SC25,2023/12/30,8,521.0
SC25,2023/12/30,9,657.0
SC25,2023/12/30,10,352.0
SC25,2023/12/30,11,309.0
SC25,2023/12/30,12,321.0
SC25,2023/12/30,13,2555.0
SC25,2023/12/30,14,2418.0
SC25,2023/12/30,15,1230.0
SC25,2023/12/30,16,1399.0
SC25,2023/12/30,17,3473.0
SC25,2023/12/30,18,4023.0
SC25,2023/12/30,19,5561.0
SC25,2023/12/30,20,6146.0
SC25,2023/12/30,21,7279.0
SC25,2023/12/30,22,6836.0
SC25,2023/12/30,23,3920.0
SC26,2023/12/01,0,0.0
SC26,2023/12/01,1,0.0
SC26,2023/12/01,2,0.0
SC26,2023/12/01,3,0.0
SC26,2023/12/01,4,0.0
SC26,2023/12/01,5,0.0
SC26,2023/12/01,6,0.0
SC26,2023/12/01,7,202.0
SC26,2023/12/01,8,541.0
SC26,2023/12/01,9,489.0
SC26,2023/12/01,10,501.0
SC26,2023/12/01,11,210.0
SC26,2023/12/01,12,144.0
SC26,2023/12/01,13,321.0
SC26,2023/12/01,14,349.0
SC26,2023/12/01,15,327.0
SC26,2023/12/01,16,396.0
SC26,2023/12/01,17,385.0
SC26,2023/12/01,18,326.0
SC26,2023/12/01,19,35.0
SC26,2023/12/01,20,23.0
SC26,2023/12/01,21,0.0
SC26,2023/12/01,22,0.0
SC26,2023/12/01,23,0.0
SC26,2023/12/02,0,0.0
SC26,2023/12/02,1,0.0
SC26,2023/12/02,2,0.0
SC26,2023/12/02,3,0.0
SC26,2023/12/02,4,0.0
SC26,2023/12/02,5,0.0
SC26,2023/12/02,6,0.0
SC26,2023/12/02,7,184.0
SC26,2023/12/02,8,501.0
SC26,2023/12/02,9,457.0
SC26,2023/12/02,10,420.0
SC26,2023/12/02,11,221.0
SC26,2023/12/02,12,128.0
SC26,2023/12/02,13,289.0
SC26,2023/12/02,14,357.0
SC26,2023/12/02,15,344.0
SC26,2023/12/02,16,340.0
SC26,2023/12/02,17,343.0
SC26,2023/12/02,18,277.0
SC26,2023/12/02,19,36.0
SC26,2023/12/02,20,35.0
SC26,2023/12/02,21,0.0
SC26,2023/12/02,22,0.0
SC26,2023/12/02,23,0.0
SC26,2023/12/03,0,0.0
SC26,2023/12/03,1,0.0
SC26,2023/12/03,2,0.0
SC26,2023/12/03,3,0.0
SC26,2023/12/03,4,0.0
SC26,2023/12/03,5,0.0
SC26,2023/12/03,6,0.0
SC26,2023/12/03,7,189.0
SC26,2023/12/03,8,436.0
SC26,2023/12/03,9,421.0
SC26,2023/12/03,10,376.0
SC26,2023/12/03,11,206.0
SC26,2023/12/03,12,126.0
SC26,2023/12/03,13,263.0
SC26,2023/12/03,14,343.0
SC26,2023/12/03,15,393.0
SC26,2023/12/03,16,301.0
SC26,2023/12/03,17,350.0
SC26,2023/12/03,18,301.0
SC26,2023/12/03,19,20.0
SC26,2023/12/03,20,22.0
SC26,2023/12/03,21,1.0
SC26,2023/12/03,22,0.0
SC26,2023/12/03,23,0.0
SC26,2023/12/04,0,0.0
SC26,2023/12/04,1,0.0
SC26,2023/12/04,2,0.0
SC26,2023/12/04,3,0.0
SC26,2023/12/04,4,0.0
SC26,2023/12/04,5,0.0
SC26,2023/12/04,6,0.0
SC26,2023/12/04,7,212.0
SC26,2023/12/04,8,396.0
SC26,2023/12/04,9,393.0
SC26,2023/12/04,10,414.0
SC26,2023/12/04,11,185.0
SC26,2023/12/04,12,131.0
SC26,2023/12/04,13,269.0
SC26,2023/12/04,14,323.0
SC26,2023/12/04,15,425.0
SC26,2023/12/04,16,300.0
SC26,2023/12/04,17,309.0
SC26,2023/12/04,18,357.0
SC26,2023/12/04,19,11.0
SC26,2023/12/04,20,12.0
SC26,2023/12/04,21,0.0
SC26,2023/12/04,22,0.0
SC26,2023/12/04,23,0.0
SC26,2023/12/05,0,0.0
SC26,2023/12/05,1,0.0
SC26,2023/12/05,2,0.0
SC26,2023/12/05,3,0.0
SC26,2023/12/05,4,0.0
SC26,2023/12/05,5,0.0
SC26,2023/12/05,6,0.0
SC26,2023/12/05,7,182.0
SC26,2023/12/05,8,381.0
SC26,2023/12/05,9,405.0
SC26,2023/12/05,10,401.0
SC26,2023/12/05,11,168.0
SC26,2023/12/05,12,123.0
SC26,2023/12/05,13,268.0
SC26,2023/12/05,14,300.0
SC26,2023/12/05,15,410.0
SC26,2023/12/05,16,288.0
SC26,2023/12/05,17,290.0
SC26,2023/12/05,18,310.0
SC26,2023/12/05,19,16.0
SC26,2023/12/05,20,16.0
SC26,2023/12/05,21,0.0
SC26,2023/12/05,22,0.0
SC26,2023/12/05,23,0.0
SC26,2023/12/06,0,0.0
SC26,2023/12/06,1,0.0
SC26,2023/12/06,2,0.0
SC26,2023/12/06,3,0.0
SC26,2023/12/06,4,0.0
SC26,2023/12/06,5,0.0
SC26,2023/12/06,6,0.0
SC26,2023/12/06,7,166.0
SC26,2023/12/06,8,389.0
SC26,2023/12/06,9,421.0
SC26,2023/12/06,10,372.0
SC26,2023/12/06,11,170.0
SC26,2023/12/06,12,111.0
SC26,2023/12/06,13,263.0
SC26,2023/12/06,14,283.0
SC26,2023/12/06,15,364.0
SC26,2023/12/06,16,301.0
SC26,2023/12/06,17,312.0
SC26,2023/12/06,18,329.0
SC26,2023/12/06,19,31.0
SC26,2023/12/06,20,19.0
SC26,2023/12/06,21,0.0
SC26,2023/12/06,22,0.0
SC26,2023/12/06,23,0.0
SC26,2023/12/07,0,0.0
SC26,2023/12/07,1,0.0
SC26,2023/12/07,2,0.0
SC26,2023/12/07,3,0.0
SC26,2023/12/07,4,0.0
SC26,2023/12/07,5,0.0
SC26,2023/12/07,6,0.0
SC26,2023/12/07,7,158.0
SC26,2023/12/07,8,374.0
SC26,2023/12/07,9,399.0
SC26,2023/12/07,10,377.0
SC26,2023/12/07,11,173.0
SC26,2023/12/07,12,113.0
SC26,2023/12/07,13,248.0
SC26,2023/12/07,14,328.0
SC26,2023/12/07,15,380.0
SC26,2023/12/07,16,245.0
SC26,2023/12/07,17,284.0
SC26,2023/12/07,18,311.0
SC26,2023/12/07,19,39.0
SC26,2023/12/07,20,24.0
SC26,2023/12/07,21,0.0
SC26,2023/12/07,22,0.0
SC26,2023/12/07,23,0.0
SC26,2023/12/08,0,0.0
SC26,2023/12/08,1,0.0
SC26,2023/12/08,2,0.0
SC26,2023/12/08,3,0.0
SC26,2023/12/08,4,0.0
SC26,2023/12/08,5,0.0
SC26,2023/12/08,6,0.0
SC26,2023/12/08,7,157.0
SC26,2023/12/08,8,347.0
SC26,2023/12/08,9,399.0
SC26,2023/12/08,10,327.0
SC26,2023/12/08,11,162.0
SC26,2023/12/08,12,109.0
SC26,2023/12/08,13,247.0
SC26,2023/12/08,14,264.0
SC26,2023/12/08,15,429.0
SC26,2023/12/08,16,287.0
SC26,2023/12/08,17,294.0
SC26,2023/12/08,18,300.0
SC26,2023/12/08,19,15.0
SC26,2023/12/08,20,10.0
SC26,2023/12/08,21,0.0
SC26,2023/12/08,22,0.0
SC26,2023/12/08,23,0.0
SC26,2023/12/09,0,0.0
SC26,2023/12/09,1,0.0
SC26,2023/12/09,2,0.0
SC26,2023/12/09,3,0.0
SC26,2023/12/09,4,0.0
SC26,2023/12/09,5,0.0
SC26,2023/12/09,6,0.0
SC26,2023/12/09,7,169.0
SC26,2023/12/09,8,355.0
SC26,2023/12/09,9,391.0
SC26,2023/12/09,10,379.0
SC26,2023/12/09,11,180.0
SC26,2023/12/09,12,104.0
SC26,2023/12/09,13,243.0
SC26,2023/12/09,14,292.0
SC26,2023/12/09,15,417.0
SC26,2023/12/09,16,234.0
SC26,2023/12/09,17,267.0
SC26,2023/12/09,18,287.0
SC26,2023/12/09,19,25.0
SC26,2023/12/09,20,12.0
SC26,2023/12/09,21,0.0
SC26,2023/12/09,22,0.0
SC26,2023/12/09,23,0.0
SC26,2023/12/10,0,0.0
SC26,2023/12/10,1,0.0
SC26,2023/12/10,2,0.0
SC26,2023/12/10,3,0.0
SC26,2023/12/10,4,0.0
SC26,2023/12/10,5,0.0
SC26,2023/12/10,6,0.0
SC26,2023/12/10,7,150.0
SC26,2023/12/10,8,377.0
SC26,2023/12/10,9,394.0
SC26,2023/12/10,10,392.0
SC26,2023/12/10,11,166.0
SC26,2023/12/10,12,104.0
SC26,2023/12/10,13,232.0
SC26,2023/12/10,14,287.0
SC26,2023/12/10,15,391.0
SC26,2023/12/10,16,285.0
SC26,2023/12/10,17,323.0
SC26,2023/12/10,18,294.0
SC26,2023/12/10,19,16.0
SC26,2023/12/10,20,23.0
SC26,2023/12/10,21,0.0
SC26,2023/12/10,22,0.0
SC26,2023/12/10,23,0.0
SC26,2023/12/11,0,0.0
SC26,2023/12/11,1,0.0
SC26,2023/12/11,2,0.0
SC26,2023/12/11,3,0.0
SC26,2023/12/11,4,0.0
SC26,2023/12/11,5,0.0
SC26,2023/12/11,6,0.0
SC26,2023/12/11,7,134.0
SC26,2023/12/11,8,390.0
SC26,2023/12/11,9,388.0
SC26,2023/12/11,10,374.0
SC26,2023/12/11,11,162.0
SC26,2023/12/11,12,98.0
SC26,2023/12/11,13,216.0
SC26,2023/12/11,14,288.0
SC26,2023/12/11,15,368.0
SC26,2023/12/11,16,280.0
SC26,2023/12/11,17,313.0
SC26,2023/12/11,18,263.0
SC26,2023/12/11,19,29.0
SC26,2023/12/11,20,27.0
SC26,2023/12/11,21,0.0
SC26,2023/12/11,22,0.0
SC26,2023/12/11,23,0.0
SC26,2023/12/12,0,0.0
SC26,2023/12/12,1,0.0
SC26,2023/12/12,2,0.0
SC26,2023/12/12,3,0.0
SC26,2023/12/12,4,0.0
SC26,2023/12/12,5,0.0
SC26,2023/12/12,6,0.0
SC26,2023/12/12,7,132.0
SC26,2023/12/12,8,371.0
SC26,2023/12/12,9,376.0
SC26,2023/12/12,10,328.0
SC26,2023/12/12,11,155.0
SC26,2023/12/12,12,91.0
SC26,2023/12/12,13,210.0
SC26,2023/12/12,14,279.0
SC26,2023/12/12,15,400.0
SC26,2023/12/12,16,286.0
SC26,2023/12/12,17,289.0
SC26,2023/12/12,18,258.0
SC26,2023/12/12,19,15.0
SC26,2023/12/12,20,23.0
SC26,2023/12/12,21,0.0
SC26,2023/12/12,22,0.0
SC26,2023/12/12,23,0.0
SC26,2023/12/13,0,0.0
SC26,2023/12/13,1,0.0
SC26,2023/12/13,2,0.0
SC26,2023/12/13,3,0.0
SC26,2023/12/13,4,0.0
SC26,2023/12/13,5,0.0
SC26,2023/12/13,6,0.0
SC26,2023/12/13,7,135.0
SC26,2023/12/13,8,325.0
SC26,2023/12/13,9,360.0
SC26,2023/12/13,10,340.0
SC26,2023/12/13,11,155.0
SC26,2023/12/13,12,87.0
SC26,2023/12/13,13,207.0
SC26,2023/12/13,14,270.0
SC26,2023/12/13,15,423.0
SC26,2023/12/13,16,272.0
SC26,2023/12/13,17,297.0
SC26,2023/12/13,18,296.0
SC26,2023/12/13,19,12.0
SC26,2023/12/13,20,19.0
SC26,2023/12/13,21,0.0
SC26,2023/12/13,22,0.0
SC26,2023/12/13,23,0.0
SC26,2023/12/14,0,0.0
SC26,2023/12/14,1,0.0
SC26,2023/12/14,2,0.0
SC26,2023/12/14,3,0.0
SC26,2023/12/14,4,0.0
SC26,2023/12/14,5,0.0
SC26,2023/12/14,6,0.0
SC26,2023/12/14,7,137.0
SC26,2023/12/14,8,308.0
SC26,2023/12/14,9,355.0
SC26,2023/12/14,10,339.0
SC26,2023/12/14,11,155.0
SC26,2023/12/14,12,83.0
SC26,2023/12/14,13,205.0
SC26,2023/12/14,14,269.0
SC26,2023/12/14,15,397.0
SC26,2023/12/14,16,273.0
SC26,2023/12/14,17,283.0
SC26,2023/12/14,18,273.0
SC26,2023/12/14,19,18.0
SC26,2023/12/14,20,20.0
SC26,2023/12/14,21,0.0
SC26,2023/12/14,22,0.0
SC26,2023/12/14,23,0.0
SC26,2023/12/15,0,0.0
SC26,2023/12/15,1,0.0
SC26,2023/12/15,2,0.0
SC26,2023/12/15,3,0.0
SC26,2023/12/15,4,0.0
SC26,2023/12/15,5,0.0
SC26,2023/12/15,6,0.0
SC26,2023/12/15,7,125.0
SC26,2023/12/15,8,300.0
SC26,2023/12/15,9,355.0
SC26,2023/12/15,10,329.0
SC26,2023/12/15,11,148.0
SC26,2023/12/15,12,82.0
SC26,2023/12/15,13,196.0
SC26,2023/12/15,14,253.0
SC26,2023/12/15,15,373.0
SC26,2023/12/15,16,281.0
SC26,2023/12/15,17,264.0
SC26,2023/12/15,18,281.0
SC26,2023/12/15,19,26.0
SC26,2023/12/15,20,27.0
SC26,2023/12/15,21,0.0
SC26,2023/12/15,22,0.0
SC26,2023/12/15,23,0.0
SC26,2023/12/16,0,0.0
SC26,2023/12/16,1,0.0
SC26,2023/12/16,2,0.0
SC26,2023/12/16,3,0.0
SC26,2023/12/16,4,0.0
SC26,2023/12/16,5,0.0
SC26,2023/12/16,6,0.0
SC26,2023/12/16,7,114.0
SC26,2023/12/16,8,300.0
SC26,2023/12/16,9,349.0
SC26,2023/12/16,10,334.0
SC26,2023/12/16,11,156.0
SC26,2023/12/16,12,78.0
SC26,2023/12/16,13,189.0
SC26,2023/12/16,14,265.0
SC26,2023/12/16,15,382.0
SC26,2023/12/16,16,274.0
SC26,2023/12/16,17,265.0
SC26,2023/12/16,18,280.0
SC26,2023/12/16,19,22.0
SC26,2023/12/16,20,23.0
SC26,2023/12/16,21,0.0
SC26,2023/12/16,22,0.0
SC26,2023/12/16,23,0.0
SC26,2023/12/17,0,0.0
SC26,2023/12/17,1,0.0
SC26,2023/12/17,2,0.0
SC26,2023/12/17,3,0.0
SC26,2023/12/17,4,0.0
SC26,2023/12/17,5,0.0
SC26,2023/12/17,6,0.0
SC26,2023/12/17,7,113.0
SC26,2023/12/17,8,284.0
SC26,2023/12/17,9,344.0
SC26,2023/12/17,10,299.0
SC26,2023/12/17,11,146.0
SC26,2023/12/17,12,73.0
SC26,2023/12/17,13,185.0
SC26,2023/12/17,14,233.0
SC26,2023/12/17,15,408.0
SC26,2023/12/17,16,256.0
SC26,2023/12/17,17,255.0
SC26,2023/12/17,18,273.0
SC26,2023/12/17,19,18.0
SC26,2023/12/17,20,18.0
SC26,2023/12/17,21,0.0
SC26,2023/12/17,22,0.0
SC26,2023/12/17,23,0.0
SC26,2023/12/18,0,0.0
SC26,2023/12/18,1,0.0
SC26,2023/12/18,2,0.0
SC26,2023/12/18,3,0.0
SC26,2023/12/18,4,0.0
SC26,2023/12/18,5,0.0
SC26,2023/12/18,6,0.0
SC26,2023/12/18,7,114.0
SC26,2023/12/18,8,270.0
SC26,2023/12/18,9,336.0
SC26,2023/12/18,10,299.0
SC26,2023/12/18,11,142.0
SC26,2023/12/18,12,71.0
SC26,2023/12/18,13,180.0
SC26,2023/12/18,14,243.0
SC26,2023/12/18,15,410.0
SC26,2023/12/18,16,261.0
SC26,2023/12/18,17,259.0
SC26,2023/12/18,18,266.0
SC26,2023/12/18,19,12.0
SC26,2023/12/18,20,19.0
SC26,2023/12/18,21,0.0
SC26,2023/12/18,22,0.0
SC26,2023/12/18,23,0.0
SC26,2023/12/19,0,0.0
SC26,2023/12/19,1,0.0
SC26,2023/12/19,2,0.0
SC26,2023/12/19,3,0.0
SC26,2023/12/19,4,0.0
SC26,2023/12/19,5,0.0
SC26,2023/12/19,6,0.0
SC26,2023/12/19,7,114.0
SC26,2023/12/19,8,275.0
SC26,2023/12/19,9,332.0
SC26,2023/12/19,10,309.0
SC26,2023/12/19,11,139.0
SC26,2023/12/19,12,68.0
SC26,2023/12/19,13,172.0
SC26,2023/12/19,14,239.0
SC26,2023/12/19,15,382.0
SC26,2023/12/19,16,230.0
SC26,2023/12/19,17,236.0
SC26,2023/12/19,18,268.0
SC26,2023/12/19,19,22.0
SC26,2023/12/19,20,24.0
SC26,2023/12/19,21,0.0
SC26,2023/12/19,22,0.0
SC26,2023/12/19,23,0.0
SC26,2023/12/20,0,0.0
SC26,2023/12/20,1,0.0
SC26,2023/12/20,2,0.0
SC26,2023/12/20,3,0.0
SC26,2023/12/20,4,0.0
SC26,2023/12/20,5,0.0
SC26,2023/12/20,6,0.0
SC26,2023/12/20,7,105.0
SC26,2023/12/20,8,288.0
SC26,2023/12/20,9,328.0
SC26,2023/12/20,10,316.0
SC26,2023/12/20,11,135.0
SC26,2023/12/20,12,65.0
SC26,2023/12/20,13,166.0
SC26,2023/12/20,14,232.0
SC26,2023/12/20,15,378.0
SC26,2023/12/20,16,242.0
SC26,2023/12/20,17,247.0
SC26,2023/12/20,18,249.0
SC26,2023/12/20,19,15.0
SC26,2023/12/20,20,27.0
SC26,2023/12/20,21,0.0
SC26,2023/12/20,22,0.0
SC26,2023/12/20,23,0.0
SC26,2023/12/21,0,0.0
SC26,2023/12/21,1,0.0
SC26,2023/12/21,2,0.0
SC26,2023/12/21,3,0.0
SC26,2023/12/21,4,0.0
SC26,2023/12/21,5,0.0
SC26,2023/12/21,6,0.0
SC26,2023/12/21,7,96.0
SC26,2023/12/21,8,290.0
SC26,2023/12/21,9,323.0
SC26,2023/12/21,10,288.0
SC26,2023/12/21,11,135.0
SC26,2023/12/21,12,63.0
SC26,2023/12/21,13,161.0
SC26,2023/12/21,14,228.0
SC26,2023/12/21,15,398.0
SC26,2023/12/21,16,227.0
SC26,2023/12/21,17,251.0
SC26,2023/12/21,18,235.0
SC26,2023/12/21,19,16.0
SC26,2023/12/21,20,25.0
SC26,2023/12/21,21,0.0
SC26,2023/12/21,22,0.0
SC26,2023/12/21,23,0.0
SC26,2023/12/22,0,0.0
SC26,2023/12/22,1,0.0
SC26,2023/12/22,2,0.0
SC26,2023/12/22,3,0.0
SC26,2023/12/22,4,0.0
SC26,2023/12/22,5,0.0
SC26,2023/12/22,6,0.0
SC26,2023/12/22,7,95.0
SC26,2023/12/22,8,272.0
SC26,2023/12/22,9,316.0
SC26,2023/12/22,10,285.0
SC26,2023/12/22,11,130.0
SC26,2023/12/22,12,60.0
SC26,2023/12/22,13,158.0
SC26,2023/12/22,14,223.0
SC26,2023/12/22,15,411.0
SC26,2023/12/22,16,232.0
SC26,2023/12/22,17,239.0
SC26,2023/12/22,18,255.0
SC26,2023/12/22,19,11.0
SC26,2023/12/22,20,22.0
SC26,2023/12/22,21,0.0
SC26,2023/12/22,22,0.0
SC26,2023/12/22,23,0.0
SC26,2023/12/23,0,0.0
SC26,2023/12/23,1,0.0
SC26,2023/12/23,2,0.0
SC26,2023/12/23,3,0.0
SC26,2023/12/23,4,0.0
SC26,2023/12/23,5,0.0
SC26,2023/12/23,6,0.0
SC26,2023/12/23,7,96.0
SC26,2023/12/23,8,248.0
SC26,2023/12/23,9,309.0
SC26,2023/12/23,10,281.0
SC26,2023/12/23,11,134.0
SC26,2023/12/23,12,58.0
SC26,2023/12/23,13,154.0
SC26,2023/12/23,14,226.0
SC26,2023/12/23,15,399.0
SC26,2023/12/23,16,216.0
SC26,2023/12/23,17,240.0
SC26,2023/12/23,18,243.0
SC26,2023/12/23,19,16.0
SC26,2023/12/23,20,27.0
SC26,2023/12/23,21,0.0
SC26,2023/12/23,22,0.0
SC26,2023/12/23,23,0.0
SC26,2023/12/24,0,0.0
SC26,2023/12/24,1,0.0
SC26,2023/12/24,2,0.0
SC26,2023/12/24,3,0.0
SC26,2023/12/24,4,0.0
SC26,2023/12/24,5,0.0
SC26,2023/12/24,6,0.0
SC26,2023/12/24,7,93.0
SC26,2023/12/24,8,237.0
SC26,2023/12/24,9,305.0
SC26,2023/12/24,10,276.0
SC26,2023/12/24,11,128.0
SC26,2023/12/24,12,55.0
SC26,2023/12/24,13,148.0
SC26,2023/12/24,14,213.0
SC26,2023/12/24,15,382.0
SC26,2023/12/24,16,217.0
SC26,2023/12/24,17,238.0
SC26,2023/12/24,18,242.0
SC26,2023/12/24,19,18.0
SC26,2023/12/24,20,28.0
SC26,2023/12/24,21,0.0
SC26,2023/12/24,22,0.0
SC26,2023/12/24,23,0.0
SC26,2023/12/25,0,0.0
SC26,2023/12/25,1,0.0
SC26,2023/12/25,2,0.0
SC26,2023/12/25,3,0.0
SC26,2023/12/25,4,0.0
SC26,2023/12/25,5,0.0
SC26,2023/12/25,6,0.0
SC26,2023/12/25,7,86.0
SC26,2023/12/25,8,234.0
SC26,2023/12/25,9,300.0
SC26,2023/12/25,10,281.0
SC26,2023/12/25,11,124.0
SC26,2023/12/25,12,53.0
SC26,2023/12/25,13,143.0
SC26,2023/12/25,14,217.0
SC26,2023/12/25,15,391.0
SC26,2023/12/25,16,222.0
SC26,2023/12/25,17,229.0
SC26,2023/12/25,18,246.0
SC26,2023/12/25,19,16.0
SC26,2023/12/25,20,27.0
SC26,2023/12/25,21,0.0
SC26,2023/12/25,22,0.0
SC26,2023/12/25,23,0.0
SC26,2023/12/26,0,0.0
SC26,2023/12/26,1,0.0
SC26,2023/12/26,2,0.0
SC26,2023/12/26,3,0.0
SC26,2023/12/26,4,0.0
SC26,2023/12/26,5,0.0
SC26,2023/12/26,6,0.0
SC26,2023/12/26,7,80.0
SC26,2023/12/26,8,229.0
SC26,2023/12/26,9,296.0
SC26,2023/12/26,10,267.0
SC26,2023/12/26,11,123.0
SC26,2023/12/26,12,51.0
SC26,2023/12/26,13,140.0
SC26,2023/12/26,14,203.0
SC26,2023/12/26,15,409.0
SC26,2023/12/26,16,219.0
SC26,2023/12/26,17,225.0
SC26,2023/12/26,18,243.0
SC26,2023/12/26,19,12.0
SC26,2023/12/26,20,24.0
SC26,2023/12/26,21,0.0
SC26,2023/12/26,22,0.0
SC26,2023/12/26,23,0.0
SC26,2023/12/27,0,0.0
SC26,2023/12/27,1,0.0
SC26,2023/12/27,2,0.0
SC26,2023/12/27,3,0.0
SC26,2023/12/27,4,0.0
SC26,2023/12/27,5,0.0
SC26,2023/12/27,6,0.0
SC26,2023/12/27,7,80.0
SC26,2023/12/27,8,217.0
SC26,2023/12/27,9,290.0
SC26,2023/12/27,10,255.0
SC26,2023/12/27,11,119.0
SC26,2023/12/27,12,49.0
SC26,2023/12/27,13,135.0
SC26,2023/12/27,14,205.0
SC26,2023/12/27,15,408.0
SC26,2023/12/27,16,217.0
SC26,2023/12/27,17,218.0
SC26,2023/12/27,18,239.0
SC26,2023/12/27,19,14.0
SC26,2023/12/27,20,25.0
SC26,2023/12/27,21,0.0
SC26,2023/12/27,22,0.0
SC26,2023/12/27,23,0.0
SC26,2023/12/28,0,0.0
SC26,2023/12/28,1,0.0
SC26,2023/12/28,2,0.0
SC26,2023/12/28,3,0.0
SC26,2023/12/28,4,0.0
SC26,2023/12/28,5,0.0
SC26,2023/12/28,6,0.0
SC26,2023/12/28,7,80.0
SC26,2023/12/28,8,209.0
SC26,2023/12/28,9,286.0
SC26,2023/12/28,10,252.0
SC26,2023/12/28,11,119.0
SC26,2023/12/28,12,47.0
SC26,2023/12/28,13,130.0
SC26,2023/12/28,14,200.0
SC26,2023/12/28,15,393.0
SC26,2023/12/28,16,219.0
SC26,2023/12/28,17,220.0
SC26,2023/12/28,18,241.0
SC26,2023/12/28,19,13.0
SC26,2023/12/28,20,28.0
SC26,2023/12/28,21,0.0
SC26,2023/12/28,22,0.0
SC26,2023/12/28,23,0.0
SC26,2023/12/29,0,0.0
SC26,2023/12/29,1,0.0
SC26,2023/12/29,2,0.0
SC26,2023/12/29,3,0.0
SC26,2023/12/29,4,0.0
SC26,2023/12/29,5,0.0
SC26,2023/12/29,6,0.0
SC26,2023/12/29,7,77.0
SC26,2023/12/29,8,213.0
SC26,2023/12/29,9,281.0
SC26,2023/12/29,10,260.0
SC26,2023/12/29,11,115.0
SC26,2023/12/29,12,45.0
SC26,2023/12/29,13,126.0
SC26,2023/12/29,14,193.0
SC26,2023/12/29,15,389.0
SC26,2023/12/29,16,210.0
SC26,2023/12/29,17,209.0
SC26,2023/12/29,18,232.0
SC26,2023/12/29,19,15.0
SC26,2023/12/29,20,29.0
SC26,2023/12/29,21,0.0
SC26,2023/12/29,22,0.0
SC26,2023/12/29,23,0.0
SC26,2023/12/30,0,0.0
SC26,2023/12/30,1,0.0
SC26,2023/12/30,2,0.0
SC26,2023/12/30,3,0.0
SC26,2023/12/30,4,0.0
SC26,2023/12/30,5,0.0
SC26,2023/12/30,6,0.0
SC26,2023/12/30,7,72.0
SC26,2023/12/30,8,218.0
SC26,2023/12/30,9,277.0
SC26,2023/12/30,10,248.0
SC26,2023/12/30,11,116.0
SC26,2023/12/30,12,43.0
SC26,2023/12/30,13,123.0
SC26,2023/12/30,14,191.0
SC26,2023/12/30,15,403.0
SC26,2023/12/30,16,212.0
SC26,2023/12/30,17,206.0
SC26,2023/12/30,18,217.0
SC26,2023/12/30,19,10.0
SC26,2023/12/30,20,27.0
SC26,2023/12/30,21,0.0
SC26,2023/12/30,22,0.0
SC26,2023/12/30,23,0.0
SC27,2023/12/01,0,129.0
SC27,2023/12/01,1,0.0
SC27,2023/12/01,2,0.0
SC27,2023/12/01,3,0.0
SC27,2023/12/01,4,0.0
SC27,2023/12/01,5,0.0
SC27,2023/12/01,6,0.0
SC27,2023/12/01,7,0.0
SC27,2023/12/01,8,85.0
SC27,2023/12/01,9,57.0
SC27,2023/12/01,10,250.0
SC27,2023/12/01,11,362.0
SC27,2023/12/01,12,18.0
SC27,2023/12/01,13,114.0
SC27,2023/12/01,14,165.0
SC27,2023/12/01,15,125.0
SC27,2023/12/01,16,155.0
SC27,2023/12/01,17,10.0
SC27,2023/12/01,18,283.0
SC27,2023/12/01,19,386.0
SC27,2023/12/01,20,234.0
SC27,2023/12/01,21,265.0
SC27,2023/12/01,22,164.0
SC27,2023/12/01,23,477.0
SC27,2023/12/02,0,24.0
SC27,2023/12/02,1,0.0
SC27,2023/12/02,2,0.0
SC27,2023/12/02,3,0.0
SC27,2023/12/02,4,0.0
SC27,2023/12/02,5,0.0
SC27,2023/12/02,6,0.0
SC27,2023/12/02,7,0.0
SC27,2023/12/02,8,76.0
SC27,2023/12/02,9,73.0
SC27,2023/12/02,10,219.0
SC27,2023/12/02,11,350.0
SC27,2023/12/02,12,60.0
SC27,2023/12/02,13,115.0
SC27,2023/12/02,14,164.0
SC27,2023/12/02,15,107.0
SC27,2023/12/02,16,123.0
SC27,2023/12/02,17,0.0
SC27,2023/12/02,18,268.0
SC27,2023/12/02,19,403.0
SC27,2023/12/02,20,201.0
SC27,2023/12/02,21,215.0
SC27,2023/12/02,22,203.0
SC27,2023/12/02,23,502.0
SC27,2023/12/03,0,44.0
SC27,2023/12/03,1,0.0
